,price,0,1,2,3,4,5,6,7,8,9,10,11
0,-1.0431603118886832,1.100988982238286,0.6674506651756368,0.03860524270094069,0.2113862278469158,0.4832810744418377,0.17932082281630812,0.10957636834665166,0.0823302111401422,0.23188045506219798,-0.1600059655909372,-0.12355593776481105,-0.038739754905072615
1,-1.0030632720968853,-0.18509731540998386,1.0253400261848062,-0.11002830135594,-0.401748316377103,-0.2721212873901138,0.047966041855485655,-0.18049246341977007,-0.35921237276433915,0.070825177304203,-0.38385675391613067,0.14303240301268383,0.04666663750809205
2,2.9876885335174403,1.4087023125666043,-0.11921378426474516,-0.2393044418883784,0.6669556039204455,-0.21364900366806397,0.1389787511954683,0.013984949088689694,0.050338070031061756,-0.008652402223886177,-0.11717489259915378,-0.033428899907038116,-0.10008692085202928
3,-0.8996558862101999,-0.20161883847216142,-0.43626097027719535,0.4977618599012184,0.009437405684744394,-0.0007875514426144381,-0.00011878323569559466,-0.10375583466618474,-0.004225847348357611,-0.15302459153820294,-0.028001314636581044,-0.0211980661393539,-0.1066375950248182
4,-0.8669482206855379,1.4564567188466444,-0.09011260262981996,-0.27974845409975235,0.6185713576410409,0.039373795744261864,-0.18243944981299262,0.011077541417025051,-0.024304770563780935,-0.07457714877038915,-0.04842255475285228,0.02979415567599334,0.004492589153777606
5,-0.8669482206855379,1.0067740971121066,-0.16098789131770186,-0.34494641346325805,0.6326031537053168,-0.12042556872667622,0.03955834215198357,-0.03785644237579506,-0.030269716287764627,-0.09718309088124813,0.027461649734706134,-0.06106987731761203,-0.0893808770168642
6,-0.37310997960412773,-1.6479403921892268,0.9341608371245848,-0.09456028560004162,0.06322589193096699,-0.09443753575390566,-0.22180362741794585,-0.41120472172450434,0.02134920686529542,-0.14013118077911318,0.27642735161776644,0.40104102887372106,0.40157644136106074
7,-0.1093144345502507,1.3298455669667448,-0.14392154943629068,-0.27405923788982284,0.630174413535132,-0.18728583689785097,0.08114144344746212,0.007576368334543128,0.02875490614514937,-0.046280141235401306,-0.08378300976413458,-0.00155221175385197,-0.0558356878290474
8,0.792876269740738,-0.021461497633388855,-0.3269557714841773,-0.455139767885922,-0.4992089025416177,-0.07713090692768014,0.07428449402685872,-0.1190732580508722,-0.036119240235557785,-0.22297963281278332,0.07289347547127858,-0.07114667168191921,-0.2422752911909561
9,-0.9154871272216898,0.48885446383816034,-0.24357721294370913,-0.3545133593876963,0.6661570425367258,-0.1572214136256326,0.07204575246733867,-0.03806792849798024,0.013872059999733385,-0.11301510141139584,-0.06195558353248359,0.022015322985178234,-0.09726996523576842
10,-0.7318783527758723,2.4718235259452705,0.006213613980080835,-0.15197728777399208,0.6226040266780242,-0.24015116883272453,0.1291185451057502,0.0697174965187517,0.047988867679274856,0.050654676673437274,-0.10782314079530002,-0.0548910835910755,-0.03665009246058306
11,-0.07343467364286174,-0.026051303574642592,-0.230822363066102,-0.32597631761389617,-0.01630750032528973,0.46397381065853843,-0.6174889616496563,-0.0499967549628467,-0.10735525186845596,-0.1592483778999163,0.09675898122325384,0.0675173146966007,0.03343172804479764
12,-0.23171784785561694,-0.23763117121041816,1.169398960085852,-0.04054975534125837,-0.04177355301084871,0.35539115514454345,-0.5965859442264262,-0.13697565719111157,0.00962027436503112,-0.01071625150796807,-0.07036625935243294,-0.07941064751993916,-0.06464515411302518
13,-0.3097996335092401,1.301171752931073,-0.11201469989810232,-0.2561813949738334,0.69294143394798,0.007170465941323848,-0.141218894388982,0.022605395838846135,-0.015505106962597074,-0.04911522180384309,-0.06297406398679731,0.03805731704424714,0.009266886351539598
14,-0.09454299499151508,0.35619564683722005,-0.37916408161149584,0.5702623004301227,-0.009780679603766562,-0.015538402201834292,-0.010259044959724916,-0.05728797772783278,-0.011637668592124565,-0.12918431177979867,-0.025879258490431576,-0.02862126449979031,-0.06714284640980658
15,-0.6664557127510122,-0.0018993762716278115,-0.32098467367528705,-0.3435853894496522,-0.4445206955460899,-0.12261747352739753,0.11487820917380968,-0.07012172664833166,-0.422773235330235,0.06264773214493397,-0.35550238948620627,0.17041249946238915,0.043125085858852615
16,-0.9471423002691336,0.9355659151945864,-0.18751805398416957,-0.31765477663372105,0.6741667187472866,-0.1622788067798848,0.056894365428180285,-0.013292939258477366,0.018179505069060554,-0.08636956947335694,-0.07155174608782001,0.0210857950363079,-0.06866333968110618
17,0.982814617000937,-0.4059332383340659,-0.459552804474229,0.491160728376191,0.01965391902948709,-0.005526747113123882,-0.001211849336802292,-0.06370306335350535,-0.00384484655630217,-0.09980146964278798,-0.021163068788085534,-0.011061851171486399,-0.07216430205135148
18,1.371125869290153,0.7451471451606569,-0.29979224347518185,0.44030205163958447,-0.02985044907016656,-0.025687018216003717,-0.057572289541638746,0.10655129589878785,0.009712043352061255,0.11835936420679065,-0.0001015179355129578,-0.0762503064769273,0.2818402288288109
